userId,movieId,rating
2,7416,4.5
2,7437,5.0
2,7591,4.0
2,7698,5.0
2,7769,3.5
2,7777,2.5
2,8064,3.5
2,8306,5.0
2,8377,3.0
2,8467,4.0
2,8510,2.0
2,8551,3.5
2,8682,5.0
2,8829,5.0
3,31,0.5
3,462,0.5
3,546,0.5
3,566,0.5
3,586,0.5
3,657,5.0
3,697,0.5
3,833,0.5
3,854,0.5
3,963,0.5
3,972,0.5
3,975,3.5
3,1001,0.5
3,1055,3.0
3,1191,4.5
3,1494,0.5
3,1545,0.5
3,1554,0.5
3,1568,2.0
3,1702,4.0
3,1825,0.5
3,2142,5.0
3,2281,4.5
3,2417,0.5
3,2766,5.0
3,2946,0.5
3,3336,5.0
3,3667,0.5
3,3735,5.0
3,4046,5.0
3,4051,4.5
3,4123,5.0
3,4274,0.5
3,4596,5.0
3,5053,4.5
3,5081,5.0
3,5505,4.5
3,7115,5.0
3,7186,0.5
4,21,3.0
4,32,2.0
4,42,3.0
4,44,2.0
4,48,3.0
4,53,3.0
4,95,4.0
4,109,5.0
4,110,1.0
4,136,5.0
4,144,3.0
4,149,5.0
4,162,2.0
4,184,5.0
4,190,1.0
4,199,5.0
4,202,2.0
4,212,3.0
4,225,5.0
4,229,5.0
4,258,1.0
4,279,5.0
4,301,5.0
4,304,4.0
4,307,4.0
4,310,3.0
4,316,3.0
4,327,4.0
4,362,2.0
4,385,1.0
4,392,2.0
4,399,5.0
4,414,5.0
4,430,5.0
4,445,1.0
4,472,5.0
4,473,1.0
4,486,2.0
4,507,4.0
4,511,5.0
4,513,3.0
4,516,2.0
4,521,5.0
4,547,3.0
4,578,4.0
4,605,3.0
4,629,4.0
4,677,4.0
4,681,5.0
4,682,4.0
4,685,4.0
4,687,4.0
4,691,5.0
4,693,5.0
4,695,5.0
4,697,5.0
4,702,5.0
4,703,5.0
4,712,5.0
4,719,3.0
4,784,4.0
4,800,5.0
4,809,3.0
4,811,2.0
4,816,4.0
4,818,5.0
4,820,2.0
4,821,5.0
4,825,5.0
4,827,5.0
4,834,3.0
4,841,5.0
4,864,5.0
4,885,4.0
4,887,1.0
4,892,5.0
4,899,5.0
4,900,5.0
4,901,3.0
4,902,2.0
4,906,5.0
4,913,1.0
4,915,4.0
4,921,4.0
4,927,4.0
4,950,5.0
4,959,4.0
4,965,4.0
4,966,4.0
4,979,2.0
4,982,5.0
4,983,5.0
4,988,4.0
4,991,4.0
4,1003,3.0
4,1072,1.0
4,1114,5.0
4,1125,4.0
4,1147,4.0
4,1155,4.0
4,1184,3.0
4,1200,1.0
4,1219,2.0
4,1233,4.0
4,1285,1.0
4,1291,4.0
4,1299,4.0
4,1300,5.0
4,1301,3.0
4,1349,5.0
4,1364,2.0
4,1375,4.0
4,1377,3.0
4,1382,2.0
4,1385,4.0
4,1391,3.0
4,1397,4.0
4,1398,1.0
4,1405,3.0
4,1425,5.0
4,1444,2.0
4,1445,5.0
4,1446,4.0
4,1495,2.0
4,1542,4.0
4,1544,5.0
4,1572,4.0
4,1604,3.0
4,1609,5.0
4,1629,5.0
4,1641,5.0
4,1651,4.0
4,1652,5.0
4,1698,1.0
4,1731,1.0
4,1742,2.0
4,1754,4.0
4,1762,4.0
4,1792,5.0
4,1797,3.0
4,1807,4.0
4,1856,4.0
4,1940,1.0
4,1950,5.0
4,1961,5.0
4,1980,1.0
4,2015,4.0
4,2021,5.0
4,2037,2.0
4,2079,4.0
4,2080,1.0
4,2085,2.0
4,2098,5.0
4,2137,5.0
4,2146,5.0
4,2159,4.0
4,2198,4.0
4,2202,5.0
4,2227,2.0
4,2239,2.0
4,2260,4.0
4,2287,4.0
4,2298,5.0
4,2309,4.0
4,2326,3.0
4,2329,5.0
4,2383,4.0
4,2394,1.0
4,2395,4.0
4,2414,4.0
4,2443,4.0
4,2489,4.0
4,2511,3.0
4,2518,5.0
4,2527,4.0
4,2547,4.0
4,2606,2.0
4,2609,1.0
4,2624,5.0
4,2645,2.0
4,2682,1.0
4,2832,3.0
4,2848,3.0
4,2881,5.0
4,2908,4.0
4,2917,3.0
4,2960,4.0
4,2984,4.0
4,2989,3.0
4,2999,1.0
4,3005,3.0
4,3006,4.0
4,3011,3.0
4,3012,3.0
4,3016,4.0
4,3017,5.0
4,3043,3.0
4,3070,4.0
4,3088,3.0
4,3104,3.0
4,3142,2.0
4,3153,5.0
4,3158,4.0
4,3162,3.0
4,3167,2.0
4,3174,4.0
4,3197,1.0
4,3220,4.0
4,3242,3.0
4,3413,1.0
4,3476,3.0
4,3487,5.0
4,3566,3.0
4,3575,4.0
4,3580,4.0
4,3619,5.0
5,1,4.0
5,21,4.0
5,33,4.0
5,34,4.0
5,36,3.0
5,47,4.0
5,53,5.0
5,98,4.0
5,124,3.0
5,127,3.0
5,199,4.0
5,212,5.0
5,218,3.0
5,226,4.0
5,229,3.0
5,230,1.0
5,252,5.0
5,258,5.0
5,261,3.0
5,276,2.0
5,278,3.0
5,303,3.0
5,308,3.0
5,316,2.0
5,323,3.0
5,326,4.0
5,338,2.0
5,356,3.0
5,399,4.0
5,413,4.0
5,414,5.0
5,451,3.0
5,462,5.0
5,465,4.0
5,468,3.0
5,507,4.0
5,508,3.0
5,509,5.0
5,510,3.0
5,512,5.0
5,513,5.0
5,514,5.0
5,515,3.0
5,521,3.0
6,2,4.0
6,3,5.0
6,4,3.0
6,5,5.0
6,6,4.0
6,7,4.0
6,8,3.0
6,10,3.0
6,11,4.0
6,13,3.0
6,15,4.0
6,16,4.0
6,17,4.0
6,19,2.0
6,21,2.0
6,22,5.0
6,24,4.0
6,25,3.0
6,26,4.0
6,27,3.0
6,31,3.0
6,32,4.0
6,33,4.0
6,34,5.0
6,38,4.0
6,40,4.0
6,42,3.0
6,43,4.0
6,44,4.0
6,47,1.0
6,50,4.0
6,54,4.0
6,55,4.0
6,56,4.0
6,59,3.0
6,60,3.0
6,69,4.0
6,72,3.0
6,78,5.0
6,79,3.0
6,80,2.0
6,81,4.0
6,82,4.0
6,83,4.0
6,85,4.0
6,89,3.0
6,91,1.0
6,93,4.0
6,94,3.0
6,98,5.0
6,100,4.0
6,101,3.0
6,110,3.0
6,114,3.0
6,116,3.0
6,117,4.0
6,119,4.0
6,120,4.0
6,124,4.0
6,125,4.0
6,127,3.0
6,132,4.0
6,133,3.0
6,134,5.0
6,135,3.0
6,137,3.0
6,139,3.0
6,141,5.0
6,143,3.0
6,144,3.0
6,147,3.0
6,150,3.0
6,152,1.0
6,153,2.0
6,154,3.0
6,157,3.0
6,158,3.0
6,161,3.0
6,163,2.0
6,166,4.0
6,167,3.0
6,170,3.0
6,173,3.0
6,174,3.0
6,176,4.0
6,177,3.0
6,178,3.0
6,179,4.0
6,181,4.0
6,185,4.0
6,186,3.0
6,187,2.0
6,188,3.0
6,190,4.0
6,192,3.0
6,193,4.0
6,197,5.0
6,198,3.0
6,201,2.0
6,203,4.0
6,204,4.0
6,206,3.0
6,207,3.0
6,210,3.0
6,213,5.0
6,215,4.0
6,216,3.0
6,217,4.0
6,218,3.0
6,219,3.0
6,221,3.0
6,222,5.0
6,223,3.0
6,226,4.0
6,227,5.0
6,229,3.0
6,230,3.0
6,231,3.0
6,233,3.0
6,234,4.0
6,236,3.0
6,237,4.0
6,239,4.0
6,240,5.0
6,242,3.0
6,244,4.0
6,245,3.0
6,250,2.0
6,251,3.0
6,253,3.0
6,254,4.0
6,255,3.0
6,258,2.0
6,263,3.0
6,264,3.0
6,265,4.0
6,270,3.0
6,272,1.0
6,273,3.0
6,274,5.0
6,275,4.0
6,276,5.0
6,277,4.0
6,278,5.0
6,286,1.0
6,288,4.0
6,289,3.0
6,291,3.0
6,292,5.0
6,295,3.0
6,296,5.0
6,298,4.0
6,299,4.0
6,301,3.0
6,302,3.0
6,303,3.0
6,306,3.0
6,307,3.0
6,308,5.0
6,309,5.0
6,310,4.0
6,311,3.0
6,312,4.0
6,313,4.0
6,314,4.0
6,315,5.0
6,316,3.0
6,317,3.0
6,318,3.0
6,319,3.0
6,320,4.0
6,321,3.0
6,323,5.0
6,325,3.0
6,326,4.0
6,327,5.0
6,329,4.0
6,330,3.0
6,333,3.0
6,335,5.0
6,336,3.0
6,338,4.0
6,339,3.0
6,340,3.0
6,341,3.0
6,351,3.0
6,356,3.0
6,357,3.0
6,360,4.0
6,361,3.0
6,364,3.0
6,371,3.0
6,377,5.0
6,379,4.0
6,380,3.0
6,382,3.0
6,384,4.0
6,388,3.0
6,392,4.0
6,396,4.0
6,397,3.0
6,399,5.0
6,400,3.0
6,402,3.0
6,405,2.0
6,407,4.0
6,408,4.0
6,411,3.0
6,413,4.0
6,414,4.0
6,416,4.0
6,419,5.0
6,423,3.0
6,427,3.0
6,428,3.0
6,429,4.0
6,431,3.0
6,432,3.0
6,435,3.0
6,437,5.0
6,439,3.0
6,441,3.0
6,444,4.0
6,445,3.0
6,446,3.0
6,451,4.0
6,452,4.0
6,456,3.0
6,460,3.0
6,462,3.0
6,465,3.0
6,466,3.0
6,470,3.0
6,471,3.0
6,473,3.0
6,474,3.0
6,476,4.0
6,477,3.0
6,479,2.0
6,481,3.0
6,485,3.0
6,486,5.0
6,495,4.0
6,498,3.0
6,506,5.0
6,507,5.0
6,508,3.0
6,509,5.0
6,510,3.0
6,511,4.0
6,512,4.0
6,513,5.0
6,514,3.0
6,515,4.0
6,520,3.0
6,521,3.0
6,522,4.0
6,528,5.0
6,534,3.0
6,535,4.0
6,541,4.0
6,544,1.0
6,546,4.0
6,553,3.0
6,556,3.0
6,569,3.0
6,571,3.0
6,573,4.0
6,575,3.0
6,578,4.0
6,579,5.0
6,580,3.0
6,581,4.0
6,585,2.0
6,595,5.0
6,601,3.0
6,608,1.0
6,610,3.0
6,613,3.0
6,616,5.0
6,619,5.0
6,626,3.0
6,628,3.0
6,630,3.0
6,631,4.0
6,640,3.0
6,645,5.0
6,648,4.0
6,650,3.0
6,651,4.0
6,652,3.0
6,655,3.0
6,656,4.0
6,659,4.0
6,663,3.0
6,669,3.0
6,670,3.0
6,674,3.0
6,676,3.0
6,748,3.0
6,749,3.0
6,752,4.0
6,756,4.0
6,759,4.0
6,761,2.0
6,763,4.0
6,765,4.0
6,798,3.0
6,802,5.0
6,812,4.0
6,813,4.0
6,816,3.0
6,823,4.0
6,825,3.0
7,1,4.5
7,47,4.5
7,53,3.0
7,124,4.5
7,139,4.0
7,225,5.0
7,315,5.0
7,338,3.0
7,405,5.0
7,419,5.0
7,506,2.0
7,507,3.0
7,508,2.5
7,510,3.0
7,511,5.0
7,513,3.5
7,547,4.0
7,603,4.0
7,616,4.5
7,703,3.0
7,707,4.0
7,840,4.0
7,887,1.5
7,899,4.0
7,910,4.0
7,912,4.0
7,921,5.0
7,922,4.5
7,940,5.0
7,946,1.5
7,970,5.0
7,1155,3.5
7,1188,5.0
7,1212,4.0
7,1219,3.0
7,1268,3.0
7,1323,0.5
7,1399,4.0
7,1405,1.5
7,1432,4.5
7,1495,5.0
7,1731,2.0
7,1756,3.5
7,1906,5.0
7,1980,1.5
7,1987,3.0
7,2008,4.5
7,2015,2.0
7,2018,2.5
7,2030,1.5
7,2040,3.5
7,2079,4.5
7,2146,4.0
7,2356,4.5
7,2508,1.5
7,2547,4.5
7,2675,1.5
7,2701,1.0
7,2837,3.5
7,2893,5.0
7,2921,4.0
7,2967,2.5
7,2983,3.0
7,3003,4.0
7,3139,2.0
7,3158,2.0
7,3195,4.0
7,3198,0.5
7,3235,4.5
7,3415,1.0
7,3447,1.5
7,3541,1.5
7,3560,3.0
7,3569,4.0
7,3575,4.0
7,3615,4.0
7,3639,4.5
7,3641,4.5
7,3746,3.5
7,3820,3.5
7,3833,0.5
7,3874,4.0
7,3886,3.0
7,3891,3.0
7,3916,1.5
7,3985,5.0
7,4077,4.5
7,4138,4.5
7,4160,4.0
7,4162,4.5
7,4335,4.0
7,4352,4.0
7,4423,0.5
7,4428,4.5
7,4609,4.5
7,4640,2.0
7,4796,4.5
7,4801,4.0
7,4803,3.0
7,4941,4.0
7,5133,4.5
7,5161,3.5
7,5167,2.5
7,5172,2.0
7,5223,4.5
7,5261,4.5
7,5270,3.5
7,5271,1.0
7,5302,1.0
7,5306,4.5
7,5311,1.5
7,5331,1.0
7,5334,3.5
7,5343,1.0
7,5344,4.5
7,5366,4.0
7,5372,4.0
7,5373,3.5
7,5375,4.0
7,5377,1.0
7,5382,2.5
7,5383,2.5
7,5392,4.0
7,5688,3.0
7,5739,3.5
7,5740,2.0
7,5806,3.5
7,5819,2.0
7,5820,1.5
7,5833,2.0
7,5851,3.5
7,5884,3.5
7,5897,1.0
7,5918,2.0
7,5924,1.0
7,5932,3.0
7,5944,4.5
7,6011,3.5
7,6024,3.5
7,6089,4.5
7,6210,4.0
7,6213,4.5
7,6219,1.0
7,6225,0.5
7,6239,1.0
7,6316,1.0
7,6333,4.5
7,6339,2.5
7,6347,4.5
7,6350,3.5
7,6353,0.5
7,6369,3.0
8,2,4.0
8,10,2.0
8,11,4.0
8,21,4.0
8,32,3.0
8,33,5.0
8,36,3.0
8,44,4.0
8,47,5.0
8,98,3.0
8,117,3.0
8,124,4.0
8,127,2.0
8,157,5.0
8,158,4.0
8,177,3.0
8,198,4.0
8,202,3.0
8,203,3.0
8,217,3.0
8,218,5.0
8,245,3.0
8,254,3.0
8,258,4.0
8,277,3.0
8,278,5.0
8,298,3.0
8,315,3.0
8,316,5.0
8,323,5.0
8,326,3.0
8,335,4.0
8,338,5.0
8,377,1.0
8,384,3.0
8,396,4.0
8,399,3.0
8,419,4.0
8,437,2.0
8,462,5.0
8,473,3.0
8,505,3.0
8,506,3.0
8,509,5.0
8,510,3.0
8,511,4.0
8,515,3.0
9,38,3.0
9,159,3.0
9,191,4.0
9,330,3.0
9,533,3.0
9,705,4.0
9,706,5.0
9,795,2.0
9,835,4.0
9,901,5.0
9,970,5.0
9,1260,4.0
9,1465,2.0
9,1487,3.0
9,1488,4.0
9,1499,3.0
9,1712,5.0
9,2162,3.0
9,2185,2.0
9,2392,2.0
9,2495,3.0
9,2794,3.0
9,3079,1.0
9,3358,1.0
9,3639,5.0
9,3746,4.0
9,3833,3.0
9,3874,4.0
9,3876,4.0
9,3880,4.0
9,3904,5.0
9,3921,1.0
9,4089,1.0
9,4090,3.0
9,4097,3.0
9,4111,4.0
9,4112,1.0
9,4113,4.0
9,4118,5.0
9,4138,5.0
9,4142,4.0
9,4146,1.0
9,4148,4.0
9,4159,2.0
9,4168,4.0
9,4193,2.0
10,258,1.0
10,315,3.5
10,507,4.0
10,515,3.5
10,695,4.0
10,786,0.5
10,828,3.0
10,947,3.0
10,1006,3.0
10,1323,3.5
10,1391,4.0
10,1940,0.5
10,2008,3.5
10,2079,0.5
10,2146,1.0
10,2227,0.5
10,2675,4.0
10,2900,3.0
10,3158,3.5
10,3195,4.5
10,3288,4.5
10,3639,4.0
10,3641,4.0
10,3679,3.0
10,3832,3.5
10,3987,3.0
10,4132,3.0
10,4138,4.0
10,4143,3.0
10,4228,3.0
10,4289,3.0
10,4361,3.5
10,4424,4.0
10,4645,4.0
10,4798,4.0
10,4800,3.0
10,4801,4.0
10,4802,4.0
10,4813,4.5
10,4868,3.5
10,4920,4.0
10,4945,3.5
10,4949,5.0
10,5224,3.5
10,5228,5.0
10,5261,3.5
10,5270,3.5
10,5311,3.0
10,5333,5.0
10,5375,2.5
10,5381,3.5
10,5382,1.0
10,5735,3.5
10,5782,2.5
10,5795,4.5
10,5880,3.0
10,5912,3.0
10,5918,5.0
10,6059,3.0
10,6064,4.0
10,6074,2.5
10,6259,3.0
10,6347,5.0
10,6353,5.0
10,6434,3.0
10,6438,4.5
10,6440,1.5
10,6535,3.5
10,6639,3.5
10,6659,3.0
10,6683,3.5
10,6711,4.5
10,6745,2.5
10,6749,2.0
10,6788,3.0
10,6815,2.0
10,6831,2.5
10,6887,3.5
10,6906,4.5
10,6930,0.5
10,6969,3.5
10,7040,4.0
10,7057,4.5
10,7079,3.0
10,7088,3.0
10,7092,0.5
10,7157,5.0
10,7172,2.5
10,7184,3.5
10,7189,3.0
10,7205,3.5
10,7208,3.5
10,7213,2.5
10,7215,3.0
10,7257,3.0
10,7332,2.0
10,7364,3.0
10,7372,5.0
10,7417,3.5
10,7460,2.5
10,7467,5.0
10,7468,3.5
10,7478,3.5
10,7486,2.0
10,7523,3.5
10,7597,3.0
10,7620,3.5
10,7648,4.0
10,7666,3.0
10,7750,3.0
10,7769,5.0
10,7803,5.0
10,7868,4.5
10,7907,4.0
10,7922,4.0
10,7928,3.0
10,7930,3.5
10,7956,5.0
10,7998,0.5
10,8027,1.0
10,8037,3.0
10,8201,4.0
10,8202,4.0
10,8246,4.0
10,8266,2.5
10,8297,3.5
10,8304,4.5
10,8306,1.0
10,8318,2.0
10,8373,0.5
10,8377,0.5
10,8389,4.0
10,8448,4.0
10,8486,4.5
10,8495,4.0
10,8637,1.0
10,8788,3.5
10,8930,5.0
10,8971,4.0
10,9007,5.0
11,6,5.0
11,10,3.0
11,34,4.0
11,41,2.0
11,85,3.0
11,98,5.0
11,124,5.0
11,127,3.0
11,139,3.0
11,143,4.0
11,177,3.0
11,254,4.0
11,278,4.0
11,308,5.0
11,315,5.0
11,327,3.0
11,334,2.0
11,335,3.0
11,338,4.0
11,379,3.0
11,399,5.0
11,405,3.0
11,413,4.0
11,419,4.0
11,431,3.0
11,447,4.0
11,464,5.0
11,508,4.0
11,511,5.0
11,547,4.0
11,593,4.0
11,595,4.0
11,616,4.0
11,839,3.0
11,840,5.0
11,912,4.0
11,1047,4.0
11,1054,3.0
11,1067,3.0
11,1072,1.0
11,1085,5.0
11,1106,3.0
11,1156,4.0
11,1172,4.0
11,1182,3.0
11,1188,5.0
11,1190,4.0
11,1200,4.0
11,1207,4.0
11,1210,4.0
11,1218,3.0
11,1273,3.0
11,1277,5.0
11,1285,4.0
11,1292,5.0
11,1323,5.0
11,1354,4.0
11,1374,2.0
11,1399,4.0
11,1400,4.0
11,1405,4.0
11,1478,2.0
11,1503,3.0
11,1504,5.0
12,36,4.0
12,141,5.0
12,190,5.0
12,221,5.0
12,226,4.5
12,240,3.0
12,316,3.5
12,477,3.5
12,645,4.0
12,651,5.0
12,703,4.5
12,965,3.5
12,1046,5.0
12,1082,3.0
12,1292,5.0
12,1372,3.5
12,1538,5.0
12,1564,3.5
12,1822,3.0
12,1871,5.0
12,1941,5.0
12,1948,5.0
12,2023,4.0
12,2040,5.0
12,2732,5.0
12,2960,4.5
12,3003,4.5
12,3987,4.0
12,4645,5.0
12,5228,5.0
12,6059,5.0
12,6906,5.0
13,44,5.0
13,266,1.0
13,515,3.0
13,880,3.0
13,901,5.0
13,1194,4.0
13,1220,3.0
13,1232,4.0
13,1292,4.0
13,1604,3.0
13,1629,3.0
13,1917,2.0
13,1940,5.0
13,2478,4.0
13,2548,2.0
13,2628,3.0
13,2675,5.0
13,2702,4.0
13,2780,3.0
13,2809,4.0
13,2837,4.0
13,2841,4.0
13,2862,4.0
13,2889,4.0
13,2904,3.0
13,2908,4.0
13,2949,3.0
13,2967,3.0
13,2984,5.0
13,2997,5.0
13,3091,4.0
14,4,3.0
14,7,3.0
14,19,1.0
14,25,4.0
14,32,4.0
14,36,3.0
14,44,5.0
14,85,5.0
14,94,3.0
14,98,5.0
14,124,4.0
14,127,2.0
14,164,3.0
14,198,3.0
14,230,5.0
14,245,5.0
14,250,4.0
14,258,3.0
14,278,3.0
14,296,5.0
14,298,4.0
14,303,2.0
14,310,3.0
14,315,4.0
14,326,1.0
14,334,4.0
14,335,3.0
14,341,4.0
14,379,4.0
14,390,3.0
14,397,3.0
14,416,4.0
14,419,3.0
14,429,3.0
14,444,3.0
14,445,5.0
14,460,3.0
14,462,3.0
14,473,4.0
14,474,3.0
14,485,3.0
14,486,4.0
14,505,3.0
14,509,4.0
14,510,2.0
14,511,4.0
14,515,3.0
14,620,1.0
15,1,2.5
15,41,1.0
15,44,3.5
15,132,1.0
15,145,1.0
15,221,3.0
15,225,5.0
15,255,3.0
15,258,4.0
15,278,5.0
15,314,1.0
15,315,5.0
15,323,3.0
15,462,5.0
15,507,3.0
15,508,5.0
15,514,2.0
15,616,3.5
15,657,2.0
15,660,4.0
15,899,5.0
15,901,4.0
15,903,5.0
15,912,5.0
15,916,5.0
15,940,4.0
15,965,3.5
15,970,5.0
15,1036,3.0
15,1159,3.0
15,1244,4.5
15,1392,2.5
15,1477,5.0
15,1487,5.0
15,1488,4.0
15,1504,3.5
15,1546,3.0
15,1550,1.5
15,1609,5.0
15,1694,2.5
15,1735,4.5
15,1940,4.0
15,2079,3.0
15,2146,4.0
15,2194,4.5
15,2227,2.5
15,2373,5.0
15,2379,5.0
15,2615,4.0
15,2625,5.0
15,2642,3.5
15,2658,4.0
15,2675,5.0
15,2697,1.5
15,2809,3.0
15,2946,4.0
15,2983,3.0
15,3003,4.0
15,3007,3.5
15,3142,1.5
15,3195,3.0
15,3235,4.0
15,3462,5.0
15,3569,3.5
15,3639,3.5
15,3641,5.0
15,3874,4.0
15,3985,3.0
15,4138,3.5
15,4152,2.0
15,4160,5.0
15,4361,3.0
15,4409,3.5
15,4616,3.0
15,4852,3.5
15,4936,3.0
15,5161,2.5
15,5266,3.5
15,5375,2.5
15,5897,5.0
15,6306,4.5
15,6331,3.0
15,6332,4.5
15,6406,3.0
15,6631,3.5
15,6711,2.0
15,6744,2.0
15,6773,3.5
15,6904,3.0
15,6923,4.0
15,7015,3.0
15,7040,3.5
15,7076,4.0
15,7091,3.5
15,7120,4.0
15,7134,2.5
15,7213,3.0
15,7373,3.5
15,7516,5.0
15,7542,4.5
15,7563,3.5
15,7694,2.0
15,7768,3.0
15,7769,2.0
15,7889,3.0
15,7980,3.0
15,8027,4.0
15,8064,1.0
15,8138,4.0
15,8199,3.5
15,8253,4.5
15,8275,4.0
15,8373,2.0
15,8377,4.0
15,8396,1.5
15,8439,4.5
15,8468,4.5
15,8476,1.5
15,8538,2.0
15,8551,2.0
15,8648,2.5
15,8682,2.0
15,8684,5.0
15,8692,2.0
15,8698,2.0
15,8699,1.0
15,8880,4.0
15,8901,4.5
15,9091,3.0
15,9222,5.0
15,9224,3.0
15,9298,3.5
15,9348,3.5
15,9434,5.0
15,9438,3.5
16,44,3.5
16,47,4.0
16,99,4.5
16,173,2.0
16,225,3.0
16,255,4.0
16,258,3.0
16,278,4.0
16,279,4.0
16,315,3.5
16,462,4.0
16,475,4.5
16,511,3.0
16,521,4.5
16,562,4.0
16,600,4.0
16,603,4.5
16,657,4.0
16,660,2.5
16,687,3.5
16,695,3.5
16,696,4.0
16,706,3.5
16,829,4.0
16,864,4.0
16,868,4.0
16,869,4.0
16,890,3.5
16,892,2.5
16,897,4.0
16,899,3.0
16,900,4.0
16,901,3.5
16,902,5.0
16,904,3.0
16,906,4.0
16,909,4.0
16,910,4.0
16,915,3.5
16,916,4.0
16,921,3.0
16,924,4.5
16,925,4.0
16,931,4.0
16,947,4.0
16,952,4.5
16,960,4.0
16,961,4.0
16,967,4.0
16,976,4.0
16,981,3.0
16,998,4.0
16,1219,3.5
16,1266,3.5
16,1285,3.5
16,1495,4.0
16,1572,3.5
16,1735,3.5
16,1827,1.5
16,1873,3.0
16,1940,3.5
16,1988,3.0
16,2033,3.5
16,2045,3.5
16,2079,3.5
16,2146,3.5
16,2227,3.5
16,2261,4.0
16,2280,3.5
16,2351,4.0
16,2393,3.5
16,2563,3.5
16,2746,4.0
16,2800,4.0
16,2946,4.0
16,2989,3.5
16,2997,3.0
